timestamp,ip,source_ip,destination_ip,port,protocol,action,bytes_sent,bytes_received,country,session_id,resource,user,bytes_transferred,label
2025-08-04 22:25:26.569102,222.177.26.72,94.99.199.63,224.41.111.184,25,HTTPS,file_download,883,3501,IN,IgEqAqDB,/data,root,1745,ddos_attack
2025-08-13 02:24:25.571421,243.20.77.219,237.215.224.15,231.162.82.51,8080,HTTP,login_success,2251,181,DE,63PqjMTv,/admin,admin,4365,ddos_attack
2025-08-09 01:57:54.571503,91.210.118.81,162.45.183.90,23.150.21.62,80,SSH,file_upload,1914,709,RU,5Sv8Mzdr,/public,root,7236,brute_force
2025-08-12 22:40:24.571546,248.211.210.25,92.113.43.224,134.99.239.31,80,SMTP,file_download,383,4956,US,aNX5e1X9,/admin,root,1050,ransomware
2025-08-13 23:53:23.571582,148.245.186.55,218.227.42.148,24.188.65.203,443,SMTP,login_success,4986,3637,US,WefjMobg,/admin,root,2681,ddos_attack
2025-08-08 14:33:00.571614,195.6.206.109,240.170.79.209,59.62.7.225,21,HTTPS,file_download,967,3656,DE,JUguMB7G,/dashboard,guest,2080,ddos_attack
2025-08-13 15:21:42.571650,168.86.191.1,221.225.25.29,110.229.95.198,21,SMTP,data_access,2084,912,DE,j6NRo6hX,/public,admin,1036,malware
2025-08-12 22:17:00.571682,245.48.177.78,111.74.194.253,94.238.113.32,80,SSH,file_download,2829,1440,DE,cU7dGx12,/dashboard,testuser,186,ddos_attack
2025-08-05 09:38:38.571720,223.186.49.185,186.69.242.77,145.24.63.195,443,HTTP,file_upload,4106,3067,IN,FtDVahkm,/login,admin,6275,ransomware
2025-08-05 02:38:41.571756,177.63.232.211,100.118.112.35,86.150.56.188,25,HTTP,file_upload,2104,224,RU,B90SIxsr,/data,testuser,9145,normal
2025-08-04 11:30:16.571789,183.10.208.53,222.218.193.140,151.83.44.6,80,FTP,login_success,4064,1502,DE,sG48PR59,/login,admin,758,port_scanning
2025-08-09 19:46:29.571822,132.133.249.118,217.243.95.41,212.48.200.71,3389,SMTP,login_success,3428,1945,RU,5PhwpkTe,/public,testuser,3781,port_scanning
2025-08-13 22:40:07.571854,146.58.167.72,236.240.66.114,87.139.254.56,80,HTTPS,login_success,1270,3331,IN,yJPFyWfV,/data,testuser,5496,malware
2025-08-04 10:05:31.571886,198.110.133.186,9.83.211.61,132.67.91.209,22,HTTP,data_access,1888,1561,BR,f9g6ojkG,/public,admin,6148,ransomware
2025-08-09 17:13:34.571918,24.3.10.26,246.206.149.52,28.138.97.195,3389,HTTP,login_success,1226,2967,DE,bTssgwfR,/login,guest,7774,xss_attack
2025-08-11 12:24:43.571951,183.4.198.197,139.151.7.33,128.145.177.254,3389,SSH,login_failed,2114,1537,BR,4JReMxIN,/admin,guest,1534,brute_force
2025-08-06 18:32:29.571983,99.255.194.126,87.81.213.35,39.114.140.170,8080,FTP,data_access,2762,2451,DE,41BPgg11,/dashboard,testuser,930,malware
2025-08-13 03:18:24.572015,193.68.88.221,30.255.126.33,155.116.115.253,21,HTTPS,login_success,1218,3298,BR,g221Ms0q,/data,testuser,5396,port_scanning
2025-08-11 18:17:12.572048,134.35.161.46,107.169.55.69,156.103.61.139,21,FTP,file_download,4502,1912,BR,c05hel8w,/admin,admin,1475,port_scanning
2025-08-14 20:17:19.572080,102.83.242.248,53.21.60.185,72.232.127.23,22,FTP,file_upload,3244,1665,BR,DiG5MQrK,/login,admin,2516,sql_injection
2025-08-05 17:26:11.572111,193.34.192.87,3.229.120.59,223.139.249.24,3389,HTTP,login_success,3932,4531,IN,SuMoBbYF,/data,testuser,2360,normal
2025-08-10 01:50:38.572147,53.207.142.97,164.51.161.236,230.81.50.9,443,HTTPS,login_success,3579,3553,RU,kYRp7Vzr,/public,testuser,4084,normal
2025-08-10 09:41:15.572178,39.27.209.215,26.179.85.1,28.15.50.138,443,HTTP,login_failed,2782,269,DE,Z1yXiW7G,/data,root,2388,ransomware
2025-08-13 14:27:41.572211,57.79.181.252,177.149.253.107,42.100.212.246,21,SMTP,login_success,2485,2832,BR,B376t33k,/data,testuser,6444,log_tampering
2025-08-10 04:29:39.572242,252.121.64.139,210.242.93.74,160.9.61.235,8080,SSH,file_upload,907,3212,DE,4prroEa9,/admin,root,4916,ddos_attack
2025-08-15 05:58:55.572275,213.70.51.150,147.142.26.249,252.190.32.174,80,SMTP,login_failed,2101,2309,CN,OX1YHkS0,/admin,guest,4673,phishing
2025-08-13 02:54:42.572306,116.171.132.99,214.118.234.160,74.225.199.51,22,SMTP,login_success,1244,4556,CN,OgMLGIed,/admin,testuser,5295,port_scanning
2025-08-13 20:06:17.572337,191.228.39.148,52.162.132.141,186.241.5.154,25,HTTPS,file_upload,3141,1446,CN,LCsGaeqP,/data,admin,1737,port_scanning
2025-08-12 04:21:51.572371,93.254.209.181,37.17.27.58,158.125.50.121,25,SMTP,file_upload,958,2826,US,zvcVPprr,/data,root,8127,malware
2025-08-12 10:21:56.572405,195.28.161.50,253.56.227.246,31.151.136.226,443,HTTPS,file_upload,3072,2862,DE,69sGabj6,/dashboard,root,5521,malware
2025-08-15 22:47:39.572436,60.74.203.102,19.112.140.196,17.246.249.99,22,HTTPS,file_download,2987,1373,IN,0nkaRIxK,/data,testuser,9566,port_scanning
2025-08-15 17:02:22.572471,172.175.98.196,208.214.139.215,254.120.174.252,22,SSH,file_download,4738,2588,RU,hHKYlJjA,/data,guest,5772,xss_attack
2025-08-15 00:20:00.572504,29.203.16.115,89.230.96.215,39.179.238.64,443,HTTP,data_access,1648,4311,RU,NJS25b9R,/login,testuser,5871,normal
2025-08-07 01:15:15.572540,89.120.28.157,53.126.95.82,93.194.141.201,22,HTTPS,login_success,1279,4701,CN,2Yz0SM7u,/admin,testuser,3122,normal
2025-08-12 08:38:05.572572,212.227.81.57,162.208.217.102,127.97.50.104,8080,HTTPS,file_upload,3030,4690,RU,MRhsj9w4,/data,testuser,8945,brute_force
2025-08-15 13:50:17.572603,78.236.236.84,217.52.34.243,157.17.100.130,8080,SSH,file_upload,2558,4593,IN,XKjuJBLw,/admin,admin,3584,sql_injection
2025-08-15 03:34:31.572635,211.71.187.207,14.11.154.146,192.152.22.40,8080,HTTPS,data_access,3273,4983,CN,wk0LMy7Y,/admin,guest,2249,normal
2025-08-05 00:19:05.572668,114.132.249.72,52.42.204.67,177.47.116.100,443,SMTP,login_success,3438,3932,CN,ViMvxAqc,/login,admin,8922,malware
2025-08-12 12:11:59.572699,35.190.24.82,196.16.55.173,192.108.110.33,80,SSH,login_failed,1969,1873,DE,a7K034r1,/data,root,3840,port_scanning
2025-08-04 23:59:02.572732,169.89.134.132,249.160.251.230,247.77.172.126,21,SMTP,login_success,941,2172,IN,fFS4M1Jf,/data,admin,2320,sql_injection
2025-08-07 00:24:16.572764,235.178.107.221,243.88.21.182,202.236.40.160,443,SMTP,file_upload,4405,1940,IN,jXJ3ePtG,/public,admin,7972,brute_force
2025-08-09 17:34:36.572795,216.183.121.255,215.95.106.112,186.102.93.221,443,SSH,login_failed,4392,2505,IN,fpn9OtHt,/data,admin,1060,ddos_attack
2025-08-05 20:26:03.572827,8.59.117.160,2.180.145.108,67.112.253.163,22,HTTP,file_upload,131,3117,RU,zUA9YVyP,/login,guest,2768,sql_injection
2025-08-08 04:36:08.572859,224.44.113.193,18.199.95.83,239.34.234.226,3389,SMTP,file_upload,3118,3202,US,FsZr5jUi,/admin,testuser,288,log_tampering
2025-08-13 20:37:23.572897,89.229.176.196,230.128.214.178,233.194.120.234,21,HTTPS,file_upload,2704,1155,DE,sUALzEDK,/data,admin,9866,normal
2025-08-07 02:38:38.572928,179.94.117.151,33.240.237.45,114.16.125.240,22,SMTP,file_upload,3127,3633,BR,cU94Q3Ll,/login,testuser,6678,sql_injection
2025-08-15 02:36:27.572962,108.112.50.146,136.142.7.67,42.173.103.6,21,SMTP,data_access,1632,3179,RU,71klNgas,/data,testuser,7604,ddos_attack
2025-08-08 20:31:09.573017,24.184.56.216,160.126.106.48,218.137.77.157,80,SSH,login_success,4908,2583,US,hV85uUKK,/public,root,4690,port_scanning
2025-08-13 02:06:36.573056,232.26.158.58,125.60.145.201,187.220.192.176,22,HTTPS,file_upload,4358,4510,US,IRWhbdHB,/login,admin,7132,xss_attack
2025-08-06 08:01:13.573091,253.92.233.41,204.119.77.55,188.138.151.108,21,SSH,file_upload,4297,2534,IN,yGuH4bBK,/data,admin,5195,log_tampering
2025-08-10 10:22:20.573122,226.14.170.183,120.105.149.161,253.102.236.127,8080,SMTP,login_failed,1285,285,IN,vUhDIUbC,/login,testuser,4472,phishing
2025-08-09 20:21:16.573154,8.86.249.219,252.28.63.49,231.130.45.190,25,HTTP,file_upload,4383,1584,IN,nE9mmUoM,/admin,root,5407,log_tampering
2025-08-14 22:34:45.573186,35.56.127.150,193.222.121.22,152.190.252.87,443,SSH,data_access,487,4799,US,upGgS8dc,/data,guest,1287,ransomware
2025-08-05 08:35:48.573217,81.11.118.139,147.8.97.238,76.158.246.55,443,FTP,file_upload,3753,2131,IN,dCaeNIUo,/public,root,2276,brute_force
2025-08-09 21:02:43.573248,93.92.210.241,149.165.172.89,22.57.141.143,80,SSH,file_upload,2762,4191,IN,nSok3f0f,/dashboard,testuser,9206,xss_attack
2025-08-14 14:46:22.573279,255.56.77.223,227.69.11.2,5.229.153.177,21,SMTP,login_failed,597,593,US,66UtWE7p,/login,guest,3867,brute_force
2025-08-14 09:37:02.573311,49.185.53.3,217.50.100.221,243.192.130.220,25,SSH,file_upload,4701,1387,DE,OUrGBnKv,/dashboard,admin,9357,normal
2025-08-07 13:43:02.573341,91.90.169.187,111.105.62.183,255.159.36.197,22,HTTPS,data_access,97,4922,DE,7R5MeLha,/public,testuser,9210,brute_force
2025-08-07 11:29:16.573373,229.161.52.114,32.37.87.94,105.118.137.229,21,SSH,file_download,2267,4969,RU,F4Im9GY7,/data,testuser,355,brute_force
2025-08-10 21:48:34.573410,218.234.182.135,89.253.227.63,116.172.210.46,22,HTTP,login_success,3487,2067,DE,P9Nltg6r,/dashboard,guest,6111,normal
2025-08-05 03:23:28.573441,19.84.69.166,112.61.154.255,18.119.127.81,3389,FTP,file_upload,1960,1809,RU,5QA7xOcv,/dashboard,root,9040,brute_force
2025-08-12 17:13:34.573473,90.223.53.77,238.65.57.67,226.129.83.112,443,FTP,login_success,2454,647,DE,De7h2NKs,/admin,admin,7693,xss_attack
2025-08-07 23:29:51.573505,255.135.192.93,158.15.6.128,34.97.164.146,21,SSH,login_success,1128,467,IN,Vtcfl2IN,/admin,guest,6937,sql_injection
2025-08-09 06:48:14.573539,242.16.80.151,103.220.161.34,245.143.17.101,21,FTP,login_failed,1921,2719,BR,POIKSsXx,/data,root,2066,malware
2025-08-12 14:19:46.573571,217.142.86.83,207.49.174.118,234.210.137.181,8080,FTP,file_upload,2414,968,RU,EQHhabFU,/admin,testuser,9117,log_tampering
2025-08-13 12:41:06.573604,128.72.182.161,54.216.193.83,114.69.138.193,80,HTTP,file_download,295,3604,US,kdPrmtGv,/admin,guest,9727,malware
2025-08-09 14:58:14.573637,48.235.225.90,23.8.44.72,213.200.139.98,25,SMTP,login_success,3853,4137,DE,8YTDgrXx,/login,root,8289,sql_injection
2025-08-08 18:54:43.573668,229.170.146.126,160.56.17.241,132.173.36.170,443,HTTP,data_access,3525,1971,DE,pHZyQYju,/admin,admin,3896,normal
2025-08-08 03:02:57.573702,28.212.34.78,168.172.199.163,212.191.1.60,8080,SMTP,login_success,4184,3837,CN,YZ9y5iVk,/login,guest,8705,xss_attack
2025-08-08 13:05:05.573736,55.230.110.171,233.26.224.220,52.133.26.153,21,SMTP,login_success,3582,3476,IN,fOL8BhzK,/data,root,816,brute_force
2025-08-09 22:56:25.573769,219.127.136.133,34.20.208.12,23.218.78.65,22,HTTP,login_failed,497,2996,US,ztBXSllw,/dashboard,root,9367,normal
2025-08-12 05:03:39.573802,89.126.227.191,19.197.254.188,8.19.255.208,3389,HTTP,data_access,2518,3690,IN,2gU8F9NC,/login,testuser,4479,log_tampering
2025-08-13 06:36:30.573836,62.234.247.64,174.23.70.134,178.151.68.12,22,SMTP,login_success,3821,3238,CN,JsUVmuCK,/dashboard,admin,9002,phishing
2025-08-15 17:32:41.573868,234.147.152.137,189.11.2.136,43.65.45.37,3389,HTTP,login_success,4136,3219,CN,W3AYg0cr,/admin,guest,4822,brute_force
2025-08-12 01:12:01.573899,100.152.214.5,123.93.223.223,212.250.106.235,443,SMTP,login_failed,4779,3448,BR,BTSggefT,/admin,guest,3099,xss_attack
2025-08-07 05:24:25.573931,42.176.142.212,140.70.217.197,156.69.170.181,3389,HTTP,data_access,4035,4166,IN,jXgB4VbB,/public,guest,6597,sql_injection
2025-08-14 13:41:12.573965,139.59.10.154,135.150.130.104,235.254.29.38,21,FTP,login_failed,3575,1309,IN,thvQoMs4,/dashboard,testuser,4057,port_scanning
2025-08-06 00:27:38.573999,201.161.98.38,223.17.196.151,187.230.117.211,22,SSH,login_failed,3000,4239,IN,kxOSSlVN,/admin,admin,599,malware
2025-08-07 13:43:11.574032,108.177.162.172,132.111.184.159,167.175.54.82,22,HTTPS,file_download,4022,3621,RU,xHtvYDws,/admin,testuser,1265,log_tampering
2025-08-06 21:06:17.574067,200.128.161.160,120.162.149.137,209.215.229.27,8080,FTP,file_download,2301,2840,DE,FOzXdAs3,/data,testuser,3371,malware
2025-08-15 00:41:58.574099,154.67.130.135,136.128.79.227,48.168.117.24,25,FTP,data_access,3697,1870,CN,tiLGxY2H,/dashboard,guest,9898,xss_attack
2025-08-12 16:58:08.574131,171.30.133.244,151.239.96.72,4.198.191.138,3389,FTP,login_failed,3987,1846,RU,36al9puJ,/data,testuser,6847,ddos_attack
2025-08-04 10:22:35.574162,169.32.253.69,53.160.102.72,169.205.192.137,8080,SSH,login_success,3389,1443,CN,fTUXUzuG,/data,testuser,9009,port_scanning
2025-08-09 20:13:41.574194,127.70.72.94,174.93.151.115,157.128.50.82,25,HTTP,data_access,1818,4606,CN,nGkVD8Z1,/dashboard,root,2400,ransomware
2025-08-08 18:28:25.574230,227.201.211.51,203.57.149.136,204.75.142.41,443,HTTP,file_upload,4146,4084,CN,j0tLtsiY,/public,root,1327,brute_force
2025-08-07 10:27:46.574262,159.230.247.188,221.230.123.188,233.236.178.120,22,SSH,file_download,1781,2216,RU,EXa0rxFD,/admin,root,1319,ddos_attack
2025-08-12 09:06:19.574292,247.155.86.61,182.157.111.139,138.241.101.43,25,SMTP,data_access,809,3191,DE,Bq3QlIhl,/admin,guest,6936,phishing
2025-08-07 10:31:39.574324,112.223.10.185,189.225.122.158,159.83.109.177,3389,SSH,login_failed,2742,1152,BR,EMl7srsA,/login,testuser,1979,sql_injection
2025-08-14 15:41:55.574356,204.93.103.133,160.59.148.76,51.115.249.102,22,SMTP,file_upload,3427,665,RU,Vl7RqbEp,/public,root,3117,normal
2025-08-07 06:55:24.574391,52.195.254.207,91.210.188.235,27.165.219.2,80,SMTP,login_success,632,4394,RU,TTlJIg66,/public,testuser,847,sql_injection
2025-08-06 14:01:39.574422,90.246.170.12,146.42.54.241,85.194.154.223,8080,SSH,login_failed,3149,2531,RU,jzKOALJB,/login,testuser,820,xss_attack
2025-08-04 09:51:24.574453,201.245.132.238,245.158.213.160,43.32.113.91,80,SSH,login_success,4240,445,IN,IR2O1rJ4,/dashboard,guest,1232,ddos_attack
2025-08-05 01:16:01.574484,229.245.237.194,67.231.198.89,92.212.88.141,80,SSH,login_success,3175,2788,IN,UDaXD6XU,/login,root,1532,log_tampering
2025-08-07 21:11:09.574516,61.136.178.255,219.43.32.40,134.62.40.180,25,HTTPS,file_upload,4692,1893,DE,EwRSMaA6,/public,testuser,5859,xss_attack
2025-08-10 18:54:35.574548,42.27.151.60,88.98.151.218,131.79.167.125,25,FTP,login_failed,1442,945,IN,LJKzPl2N,/login,root,9241,xss_attack
2025-08-05 08:19:06.574583,234.83.87.114,232.249.45.247,125.44.183.248,443,FTP,file_upload,800,4935,RU,P4NhPDOt,/login,guest,7360,phishing
2025-08-08 13:02:57.574613,121.178.58.237,237.177.9.178,122.119.31.251,25,SMTP,data_access,1290,1453,RU,9AZOfuCc,/admin,root,5812,normal
2025-08-04 22:30:50.574647,247.253.222.44,223.151.51.203,186.173.133.239,22,SMTP,data_access,3557,1255,IN,KNHgaL1Y,/login,guest,3291,normal
2025-08-14 21:51:35.574680,25.180.245.114,59.230.213.49,25.85.93.178,25,FTP,login_success,1362,4195,CN,2DoS7yRT,/public,admin,324,ddos_attack
2025-08-08 23:12:39.574714,230.205.92.179,196.186.184.228,85.115.44.253,8080,SSH,login_failed,4025,329,CN,jMMaBf3G,/data,root,2154,log_tampering
2025-08-09 04:32:47.574746,70.225.176.236,190.120.169.51,97.36.36.14,443,HTTPS,data_access,2913,2423,US,7PO0HozN,/public,admin,1664,malware
2025-08-15 14:20:18.574777,163.88.95.224,30.163.35.65,128.44.96.43,3389,SSH,login_failed,3653,3481,DE,7I9S8MMC,/login,testuser,8288,log_tampering
2025-08-08 12:45:02.574807,231.52.125.124,127.9.20.35,79.75.178.185,8080,SSH,data_access,1051,1610,US,HZhF6yuI,/data,testuser,3475,log_tampering
2025-08-08 16:58:35.574839,204.197.76.100,54.142.164.98,72.196.145.148,22,SSH,file_upload,879,3535,BR,2hNhKEAx,/public,root,9039,sql_injection
2025-08-10 18:19:48.574869,193.163.249.228,13.65.81.57,109.190.52.171,25,SSH,file_upload,245,4008,CN,5vFiC0uX,/admin,root,8329,phishing
2025-08-06 07:58:37.574900,30.39.38.189,229.238.144.242,29.139.103.120,21,SMTP,login_failed,4386,1118,RU,Ar9VNHSV,/public,guest,958,port_scanning
2025-08-05 11:33:14.574932,184.68.91.226,207.236.239.185,79.15.170.72,25,SSH,file_upload,544,4713,RU,dqyenAxL,/public,testuser,2438,port_scanning
2025-08-12 10:04:18.574963,245.175.122.232,198.160.116.95,22.188.138.116,22,HTTP,login_success,280,4214,DE,ktU64o2e,/admin,root,7784,normal
2025-08-13 22:36:06.575004,46.253.153.26,128.17.19.106,215.210.7.220,80,HTTP,data_access,2546,3504,BR,4oW3NsGi,/public,root,9556,ransomware
